JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2435309.414,4.13,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,95,1964BOTT....3..153M,WEL,
2435309.414,4.49,,,U,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,95,1964BOTT....3..153M,WEL,
2435310.426,3.66,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,96,1964BOTT....3..153M,WEL,
2435310.426,4.40,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,96,1964BOTT....3..153M,WEL,
2435310.426,4.87,,,U,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,96,1964BOTT....3..153M,WEL,
2435315.495,3.97,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,97,1964BOTT....3..153M,WEL,
2435315.495,4.82,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,97,1964BOTT....3..153M,WEL,
2435331.442,3.51,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,98,1964BOTT....3..153M,WEL,
2435331.442,4.13,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,98,1964BOTT....3..153M,WEL,
2435348.329,3.95,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,99,1964BOTT....3..153M,WEL,
2435348.329,4.86,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,99,1964BOTT....3..153M,WEL,
2435652.406,4.16,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,100,1964BOTT....3..153M,WEL,
2435652.406,5.09,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,100,1964BOTT....3..153M,WEL,
2435654.379,3.53,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,101,1964BOTT....3..153M,WEL,
2435654.379,4.15,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,101,1964BOTT....3..153M,WEL,
2435660.596,3.63,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,102,1964BOTT....3..153M,WEL,
2435660.596,4.31,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,102,1964BOTT....3..153M,WEL,
2435661.443,3.55,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,103,1964BOTT....3..153M,WEL,
2435661.443,4.18,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,103,1964BOTT....3..153M,WEL,
2435668.489,3.50,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,104,1964BOTT....3..153M,WEL,
2435668.489,4.08,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,104,1964BOTT....3..153M,WEL,
2435681.384,4.07,,,V,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,105,1964BOTT....3..153M,WEL,
2435681.384,4.91,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,105,1964BOTT....3..153M,WEL,
2435682.349,2.82,,,V,MUP,,NA,,,,1,,T,,,,ETA AQL,AAVSO,STD,106,1964BOTT....3..153M,WEL,
2435682.349,3.42,,,B,MUP,,NA,,,,1,,Z,,,,ETA AQL,AAVSO,STD,106,1964BOTT....3..153M,WEL,
2435721.6,4.3,,,Vis.,HUT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435723.6,4.5,,,Vis.,HUT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435724.6,4.3,,,Vis.,HUT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435727.6,3.7,,,Vis.,HUT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435728.6,4.5,,,Vis.,HUT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435738.6,3.9,,,Vis.,HUT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435739.6,4.1,,,Vis.,HUT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435742.6,4.3,,,Vis.,HUT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435743.6,4.4,,,Vis.,HUT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435744.6,4.5,,,Vis.,HUT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435745.6,4.4,,,Vis.,HUT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435747.6,4.3,,,Vis.,HUT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2435748.6042,4.3,,,Vis.,G23,Q,,,,,,,V,,,,ETA AQL,,STD,,,,
2435754.5569,3.7,,,Vis.,G23,Q,,,,,,,V,,,,ETA AQL,,STD,,,,
2435755.6188,3.8,,,Vis.,G23,Q,,,,,,,V,,,,ETA AQL,,STD,,,,
2435757.6,4.7,,,Vis.,BWN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436029.7,3.9,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436034.8,3.7,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436037.6,4.3,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436038.309,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436038.359,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436039.3035,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436039.3813,4.4,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436041.4028,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436042.3951,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436043.325,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436043.3986,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436043.6,3.7,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436044.3139,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436044.4042,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436045.3042,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436045.4333,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436047.3972,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436047.4736,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436048.3236,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436048.3778,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436048.4243,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436048.6,3.7,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436049.3493,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436049.4063,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436049.4569,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436050.3764,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436051.2938,4.0,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436051.3382,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436051.3813,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436051.4222,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436051.6,4.0,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436052.3583,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436052.4181,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436053.3708,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436054.3618,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436054.4104,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436055.4056,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436055.6,3.8,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436056.3625,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436057.2965,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436058.3667,4.0,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436061.366,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436062.6,3.6,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436063.3917,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436064.416,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436065.375,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436066.3986,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436067.3868,4.2,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436068.4007,4.4,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436068.6,4.1,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436069.309,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436069.3771,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436069.4403,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436070.259,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436070.3063,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436070.3632,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436071.3229,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436071.4167,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436073.3986,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436073.6,3.9,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436074.2868,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436074.3528,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436075.4444,4.4,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436076.4111,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436077.3063,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436077.3993,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436078.3056,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436078.3993,3.7,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436079.2882,3.8,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436079.3319,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436079.6,3.9,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436080.3632,3.9,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436080.4035,4.1,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436081.3236,4.3,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436082.3069,4.4,,,Vis.,CC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436082.7,4.1,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436093.6,4.2,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436096.6,3.7,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436112.6,4.0,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436140.5,4.1,,,Vis.,SPH,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436752.00,3.4,,,Vis.,TFN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436752.91,3.6,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436759.91,3.8,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436760.9,4.0,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436760.98,3.9,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436761.9,4.1,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436761.945,3.8,,,Vis.,TFN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436762.0,4.0,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436762.920,4.0,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436763.940,4.1,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436764.947,4.1,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436765.0,4.0,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436765.0,4.3,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436766.075,3.7,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436767.0,3.7,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436767.139,3.8,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436767.9,3.9,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436767.9,4.0,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436768.058,3.8,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436768.9,4.0,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436770.9,4.3,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436770.98,4.4,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436771.031,4.5,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436771.92,4.2,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436772.0,4.4,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436772.96,3.9,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436773.0,3.9,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436773.010,3.8,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436773.022,3.6,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436773.88,3.6,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436773.9,3.6,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436774.132,3.9,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436774.2,3.8,,,Vis.,TC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436774.965,4.0,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436775.014,4.1,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436775.984,4.3,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436776.9,3.8,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436776.920,3.9,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436776.93,4.2,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436777.029,4.1,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436777.036,4.4,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436777.1,4.4,,,Vis.,TC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436777.98,4.0,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436778.026,4.4,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436778.038,4.4,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436778.2,4.6,,,Vis.,TC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436778.973,4.4,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436779.0,4.4,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436780.115,4.0,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436780.9,3.9,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436780.932,3.7,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436780.94,3.6,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436781.076,3.7,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436781.144,3.8,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436781.2,3.6,,,Vis.,TC,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436781.8,4.0,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436781.92,3.9,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436782.035,3.9,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436782.067,3.8,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436782.099,3.9,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436782.2,7.0,,,Vis.,TC,Q,,,,,,,T,,,,ETA AQL,,STD,,,,
2436782.881,3.5,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436782.992,4.1,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436783.056,4.0,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436783.06,4.0,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436783.95,4.0,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436784.01,4.2,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436784.024,4.1,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436784.8,4.4,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436784.975,4.2,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436785.0,3.9,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436785.031,4.5,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436785.057,4.2,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436785.8,4.4,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436785.997,4.3,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436786.0,4.2,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436786.005,4.3,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436786.0213,4.5,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436786.96,3.8,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436786.998,4.0,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436787.002,4.1,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436787.052,4.3,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436787.1,6.7,,,Vis.,TC,Q,,,,,,,T,,,,ETA AQL,,STD,,,,
2436787.93,3.7,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436788.023,3.7,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436789.051,3.8,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436789.061,3.8,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436789.93,3.7,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436790.005,3.9,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436790.9,4.0,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436792.0,4.2,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436792.033,4.0,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436792.8,4.1,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436792.91,4.3,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436793.96,4.0,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436793.972,4.1,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436794.013,4.1,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436794.8,3.8,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436794.94,3.7,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436795.047,3.7,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436795.6,3.9,,,Vis.,ANP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436795.8,3.9,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436795.9,3.7,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436796.04,3.7,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436796.867,4.0,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436797.972,4.1,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436798.925,4.3,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436799.8,4.4,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436799.87,4.2,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436799.922,4.5,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436800.076,4.4,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436800.8,4.4,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436800.919,4.4,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436801.8,4.0,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436801.854,4.0,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436801.908,4.0,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436801.978,3.7,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436802.8,3.9,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436802.892,3.9,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436803.8,3.9,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436803.91,3.9,,,Vis.,TFN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436803.926,3.8,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436803.962,3.9,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436803.976,4.0,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436804.885,4.1,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436804.9,3.9,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436804.906,4.0,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436804.972,4.2,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436805.04,4.1,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436805.8715,4.4,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436805.928,4.4,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436806.875,4.3,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436806.888,4.3,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436806.892,4.5,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436806.981,4.4,,,Vis.,HMD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436807.0,4.4,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436807.875,3.9,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436807.889,4.5,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436809.005,3.7,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436809.89,3.7,,,Vis.,WMP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436809.906,3.7,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436809.916,3.8,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436810.059,3.7,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436810.857,3.9,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436810.875,3.9,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436810.89,3.9,,,Vis.,WMP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436810.93,3.7,,,Vis.,TFN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436810.965,4.0,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436810.987,4.0,,,Vis.,NT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436811.93,4.0,,,Vis.,WMP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436811.97,3.8,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436811.974,4.1,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436811.98,3.9,,,Vis.,TFN,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436812.8,4.2,,,Vis.,EVP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436812.885,4.1,,,Vis.,PRT,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436812.934,4.1,,,Vis.,OD,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436812.94,4.3,,,Vis.,WMP,,,,,,,,V,,,,ETA AQL,,STD,,,,
2436813.008,4.3,,,Vis.,SRR,,,,,,,,V,,,,ETA AQL,,STD,,,,
